apontamento_id,projeto_id,analista_id,data,horas,atividade
APT001723,PRJ0022,ANL009,2026-02-26,6,ETL
APT007332,PRJ0104,ANL006,2024-06-06,4,Modelagem
APT002900,PRJ0036,ANL001,2026-03-09,3.5,Reunião com cliente
APT004160,PRJ0054,ANL004,2025-09-19,4.5,Testes
APT005610,PRJ0079,ANL024,2025-06-13,8,Dashboard
APT005288,PRJ0073,ANL009,2025-02-10,4,Testes
APT008885,PRJ0126,ANL011,2026-01-30,6.5,Dashboard
APT000790,PRJ0010,ANL013,19-set-2024,6.5,Reunião com cliente
APT005373,PRJ0075,ANL002,2025-08-14,8,Apresentação
APT008162,PRJ0118,ANL020,01/13/2026,2,Testes
APT000607,PRJ0008,ANL005,04/05/2026,4,Dashboard
APT001489,PRJ0017,ANL010,21/01/2025,"3,5",Reunião com cliente
APT000312,PRJ0006,ANL008,2025-03-20,5.5,ETL
APT007699,PRJ0109,ANL013,31-mar-2026,3,Dashboard
APT001174,PRJ0014,ANL020,12/08/2024,4.5,ETL
APT009283,PRJ0133,ANL018,2026-05-29,3,Documentação
APT007579,PRJ0106,ANL003,15/06/2026,"6,5",Apresentação
APT000755,PRJ0010,ANL019,26-jul-2024,5,Modelagem
APT006644,PRJ0093,ANL020,2024-11-01,2,Apresentação
APT004825,PRJ0064,ANL002,2026-05-12,"8,5",Apresentação
APT000363,PRJ0006,ANL020,26-jun-2025,4,Reunião com cliente
APT008382,PRJ0120,ANL007,2026-05-29,2,Modelagem
APT005616,PRJ0079,ANL012,2025-06-13,3.5,Apresentação
APT002013,PRJ0026,ANL003,2025-09-12,4.5,Dashboard
APT004800,PRJ0064,ANL008,01/05/2026,3,Testes
APT007471,PRJ0106,ANL003,2026-05-19,"6,5",Dashboard
APT003757,PRJ0047,ANL012,15/11/2024,5,Modelagem
APT009310,PRJ0133,ANL018,05/04/2026,4,Dashboard
APT007176,PRJ0102,ANL001,2025-02-04,6.5,DOCUMENTAÇÃO
APT009056,PRJ0130,ANL007,16/06/2025,7.5,Testes
APT006410,PRJ0089,ANL016,17/06/2024,7.5,ETL
APT001146,PRJ0013,ANL023,09/12/2024,7.5,Modelagem
APT002295,PRJ0029,ANL013,26-set-2025,4,Apresentação
APT006015,PRJ0082,ANL016,2025-07-04,2,Modelagem
APT004342,PRJ0056,ANL021,2025-01-31,2.5,Documentação
APT001166,PRJ0013,ANL023,2024-12-16,2,Modelagem
APT008896,PRJ0127,ANL024,02-dez-2025,4,Testes
APT007293,PRJ0104,ANL024,20-mai-2024,5.5,Dashboard
APT006526,PRJ0091,ANL003,2025-12-05,4,APRESENTAÇÃO
APT002462,PRJ0032,ANL012,27/05/2026,8.5,Modelagem
APT002195,PRJ0027,ANL001,2024-10-25,8,Apresentação
APT006834,PRJ0097,ANL018,2024-06-10,4,ETL
APT001454,PRJ0017,ANL016,18/02/2025,6,ETL
APT004094,PRJ0053,ANL014,18-mar-2026,4.5,Reunião com cliente
APT007290,PRJ0104,ANL024,2024-05-03,4,Testes
APT004836,PRJ0064,ANL014,06-abr-2026,5,Dashboard
APT007054,PRJ0101,ANL024,23/06/2026,4.5,Testes
APT004358,PRJ0056,ANL003,2025-03-18,6,Reunião com cliente
APT004113,PRJ0053,ANL014,2026-03-23,6,Modelagem
APT002717,PRJ0034,ANL006,2024-03-29,6,Modelagem
APT003322,PRJ0042,ANL001,2025-09-25,2,Coleta
APT009205,PRJ0132,ANL016,11/04/2024,2,Dashboard
APT003488,PRJ0042,ANL007,2025-05-12,2,Dashboard
APT001205,PRJ0014,ANL014,2024-09-27,8.5,Coleta
APT003414,PRJ0042,ANL007,20/06/2025,4.5,Documentação
APT000448,PRJ0007,ANL022,11/13/2024,5,Coleta
APT001626,PRJ0021,ANL020,2025-12-18,6,DASHBOARD
APT004297,PRJ0056,ANL021,29-abr-2025,6,Coleta
APT008633,PRJ0122,ANL021,2025-09-30,3,Testes
APT002433,PRJ0031,ANL015,2024-10-21,2,Dashboard
APT009281,PRJ0133,ANL006,01-mai-2026,2,Documentação
APT000231,PRJ0005,ANL023,12/20/2024,6,Coleta
APT003271,PRJ0042,ANL007,2025-04-07,"6,5",Coleta
APT008862,PRJ0126,ANL011,02/23/2026,4.5,Reunião com cliente
APT000503,PRJ0007,ANL004,13-jan-2025,2,Dashboard
APT006560,PRJ0092,ANL019,2024-08-19,5,Apresentação
APT000239,PRJ0005,ANL005,2024-12-23,3,Coleta
APT007204,PRJ0103,ANL017,2025-03-19,4.5,Testes
APT004439,PRJ0059,ANL008,2025-04-01,5,Modelagem
APT004620,PRJ0063,ANL001,05/19/2026,6,Reunião com cliente
APT002849,PRJ0036,ANL007,03/16/2026,8,Dashboard
APT002267,PRJ0029,ANL001,12-ago-2025,4,Apresentação
APT004303,PRJ0056,ANL021,10/02/2025,6,Testes
APT007986,PRJ0115,ANL017,01-abr-2024,6,Dashboard
APT006259,PRJ0084,ANL005,2025-08-22,3,Testes
APT002449,PRJ0032,ANL012,14-mai-2026,4,Apresentação
APT002126,PRJ0026,ANL003,30/07/2025,6,APRESENTAÇÃO
APT009229,PRJ0132,ANL016,2024-11-01,2,Dashboard
APT005122,PRJ0070,ANL016,17/03/2025,6,Documentação
APT000437,PRJ0007,ANL004,2024-11-27,6,Reunião com cliente
APT009577,PRJ0138,ANL005,2026-06-22,"7,5",Documentação
APT009590,PRJ0138,ANL023,06/15/2026,5,Modelagem
APT005307,PRJ0073,ANL015,2025-02-04,7.5,ETL
APT006045,PRJ0082,ANL004,2025-03-19,4,Modelagem
APT003885,PRJ0050,ANL002,10/24/2025,5,ETL
APT001161,PRJ0013,ANL017,28-out-2024,4,ETL
APT003498,PRJ0042,ANL013,31/03/2025,6,Documentação
APT007096,PRJ0101,ANL018,15/06/2026,4.5,Apresentação
APT008074,PRJ0116,ANL001,2025-05-12,5,Apresentação
APT004182,PRJ0055,ANL014,2024-07-22,4,Coleta
APT009083,PRJ0130,ANL013,2025-06-02,2,Dashboard
APT009034,PRJ0129,ANL019,2025-12-09,3,Modelagem
APT004732,PRJ0063,ANL013,05/12/2026,6,Dashboard
APT006486,PRJ0089,ANL010,2024-08-28,6,Documentação
APT007635,PRJ0109,ANL019,23/04/2026,2.5,Documentação
APT006131,PRJ0083,ANL021,28-mai-2025,3.5,Modelagem
APT004227,PRJ0055,ANL008,24-jun-2024,3,Testes
APT004919,PRJ0066,ANL009,19/12/2024,3.5,Testes
APT007257,PRJ0103,ANL017,17/03/2025,4,ETL
APT009364,PRJ0134,ANL003,12/01/2026,7,Testes
APT004296,PRJ0056,ANL015,14/03/2025,6,Reunião com cliente
APT000082,PRJ0003,ANL003,16/07/2025,4,Coleta
APT005253,PRJ0071,ANL011,2025-02-24,4,Testes
APT004203,PRJ0055,ANL014,2024-10-02,4,ETL
APT007201,PRJ0103,ANL023,15/01/2025,"6,5",TESTES
APT002936,PRJ0036,ANL007,2026-03-30,6,ETL
APT006381,PRJ0088,ANL007,2025-08-18,4.5,Dashboard
APT004240,PRJ0055,ANL014,11/09/2024,6,Dashboard
APT005110,PRJ0070,ANL010,07/18/2025,4,Reunião com cliente
APT002152,PRJ0026,ANL003,2025-09-02,5,Modelagem
APT005951,PRJ0081,ANL011,2026-06-05,5,APRESENTAÇÃO
APT004753,PRJ0064,ANL014,03/09/2026,4,Apresentação
APT006847,PRJ0098,ANL018,2025-08-11,4,Coleta
APT007409,PRJ0106,ANL021,2026-05-28,6,Coleta
APT009420,PRJ0135,ANL008,22/03/2024,4.5,Modelagem
APT005199,PRJ0070,ANL004,29/05/2025,6,Modelagem
APT009096,PRJ0130,ANL001,2025-05-16,3.5,Coleta
APT007971,PRJ0115,ANL011,17/06/2024,4,Testes
APT007136,PRJ0101,ANL024,2026-06-08,3.5,Reunião com cliente
APT005427,PRJ0077,ANL008,2024-12-02,5,Modelagem
APT006181,PRJ0083,ANL015,11/25/2025,5,Reunião com cliente
APT007935,PRJ0114,ANL017,2024-04-24,5,Coleta
APT006764,PRJ0095,ANL014,2025-04-25,8.5,Testes
APT004968,PRJ0066,ANL003,21/10/2024,3,Apresentação
APT008368,PRJ0120,ANL013,2026-06-22,5,Coleta
APT001479,PRJ0017,ANL010,2025-02-17,3,Modelagem
APT004591,PRJ0062,ANL023,11-dez-2024,2,Documentação
APT009374,PRJ0135,ANL002,2024-04-02,8,ETL
APT001775,PRJ0023,ANL023,2026-04-06,3.5,Documentação
APT005286,PRJ0072,ANL024,2025-10-24,8,Apresentação
APT005626,PRJ0079,ANL024,23/06/2025,4,MODELAGEM
APT008436,PRJ0120,ANL013,2026-03-31,2,Testes
APT002021,PRJ0026,ANL003,16/10/2025,6,Testes
APT003981,PRJ0051,ANL005,30/10/2024,6,Apresentação
APT007982,PRJ0115,ANL017,2024-06-20,4.5,Reunião com cliente
APT003659,PRJ0046,ANL016,10/01/2024,4.5,Coleta
APT002949,PRJ0036,ANL019,2026-03-05,7,ETL
APT006582,PRJ0093,ANL002,2024-11-12,6,Dashboard
APT002581,PRJ0032,ANL024,08/05/2026,4,Modelagem
APT005618,PRJ0079,ANL018,2025-06-02,6,ETL
APT003628,PRJ0046,ANL010,2024-02-02,4,Dashboard
APT009302,PRJ0133,ANL006,24-abr-2026,4,Apresentação
APT004372,PRJ0057,ANL024,2026-04-16,5,Modelagem
APT009640,PRJ0139,ANL005,2024-12-04,6.5,Coleta
APT000262,PRJ0005,ANL011,2024-12-30,5,Documentação
APT007718,PRJ0109,ANL007,2026-06-08,5,Testes
APT004251,PRJ0055,ANL014,2024-09-10,4.5,APRESENTAÇÃO
APT004922,PRJ0066,ANL003,2024-12-09,7,Coleta
APT007432,PRJ0106,ANL015,25/05/2026,8.5,Documentação
APT000674,PRJ0008,ANL011,2026-03-26,6.5,ETL
APT001173,PRJ0013,ANL005,2024-11-18,6,Dashboard
APT000491,PRJ0007,ANL016,2024-12-09,2,ETL
APT000412,PRJ0006,ANL020,07-jul-2025,8,Documentação
APT007048,PRJ0101,ANL006,04-mai-2026,5.5,Apresentação
APT006438,PRJ0089,ANL010,29/07/2024,3,Dashboard
APT006180,PRJ0083,ANL003,14-mai-2025,3,Dashboard
APT001756,PRJ0023,ANL011,16-mar-2026,3,ETL
APT000677,PRJ0008,ANL011,23/03/2026,4,Modelagem
APT001019,PRJ0012,ANL017,2026-06-25,6,Testes
APT006930,PRJ0099,ANL003,06/23/2025,6,Reunião com cliente
APT008979,PRJ0129,ANL019,22/01/2026,6.5,Coleta
APT001304,PRJ0014,ANL020,2024-06-24,8,Reunião com cliente
APT006507,PRJ0090,ANL023,2024-11-11,8.5,Coleta
APT000047,PRJ0001,ANL010,01/05/2024,4,Testes
APT001144,PRJ0013,ANL017,2024-11-11,7,Testes
APT001954,PRJ0025,ANL010,2025-03-31,4,Reunião com cliente
APT004449,PRJ0059,ANL008,2025-05-06,7.5,Testes
APT003108,PRJ0039,ANL019,12/24/2024,5,Apresentação
APT008792,PRJ0124,ANL004,10/31/2024,4,Testes
APT002599,PRJ0033,ANL008,2024-01-29,4,Coleta
APT001603,PRJ0020,ANL010,03/25/2024,6,ETL
APT003706,PRJ0047,ANL024,2024-11-26,6,ETL
APT009086,PRJ0130,ANL019,04/21/2025,8,Coleta
APT003984,PRJ0051,ANL011,2024-10-28,5,Modelagem
APT008477,PRJ0120,ANL013,03/24/2026,4,Modelagem
APT009799,PRJ0140,ANL024,06-jan-2026,"6,5",Apresentação
APT004925,PRJ0066,ANL015,2024-10-28,6,Documentação
APT006026,PRJ0082,ANL010,28-abr-2025,4.5,TESTES
APT005392,PRJ0076,ANL015,2024-05-31,7,Testes
APT005639,PRJ0079,ANL012,2025-06-02,4,Coleta
APT001264,PRJ0014,ANL002,2024-09-09,6.5,Apresentação
APT002744,PRJ0034,ANL018,03/14/2024,6,Modelagem
APT003065,PRJ0039,ANL001,27-nov-2024,2,Apresentação
APT003161,PRJ0039,ANL013,2025-01-20,6.5,Testes
APT002155,PRJ0026,ANL015,05-dez-2025,6,Apresentação
APT001096,PRJ0012,ANL023,2026-03-10,4,Apresentação
APT008247,PRJ0119,ANL012,2024-03-11,6,Documentação
APT002526,PRJ0032,ANL024,10-fev-2026,5.5,ETL
APT003176,PRJ0039,ANL019,04/02/2025,5,DOCUMENTAÇÃO
APT008580,PRJ0121,ANL021,07/05/2026,8,ETL
APT001352,PRJ0015,ANL016,2025-10-21,4.5,Reunião com cliente
APT005669,PRJ0079,ANL024,19-jun-2025,5,Reunião com cliente
APT003028,PRJ0037,ANL004,2025-04-24,7.5,Dashboard
APT002743,PRJ0034,ANL024,04-mar-2024,2,Reunião com cliente
APT005634,PRJ0079,ANL018,26-mai-2025,7.5,Modelagem
APT007523,PRJ0106,ANL009,10/04/2026,5.5,Apresentação
APT000304,PRJ0006,ANL014,2025-03-06,5,Reunião com cliente
APT003794,PRJ0048,ANL011,11/25/2024,6.5,Modelagem
APT003398,PRJ0042,ANL019,2025-04-21,8,ETL
APT008879,PRJ0126,ANL005,2026-04-10,8.5,Dashboard
APT001941,PRJ0025,ANL010,2025-02-03,8.5,Testes
APT006681,PRJ0094,ANL010,2025-09-08,4,Reunião com cliente
APT008905,PRJ0127,ANL018,2025-11-24,"7,5",Documentação
APT006903,PRJ0098,ANL006,2025-09-29,7,Apresentação
APT000116,PRJ0003,ANL015,2025-07-16,4,Reunião com cliente
APT009493,PRJ0136,ANL007,2026-05-11,"7,5",Documentação
APT000840,PRJ0010,ANL019,07/17/2024,2,Coleta
APT000435,PRJ0007,ANL022,2024-12-06,3,Dashboard
APT006126,PRJ0083,ANL015,2025-11-17,6,DASHBOARD
APT003578,PRJ0045,ANL010,2025-03-10,6,Coleta
APT007827,PRJ0111,ANL005,2026-05-04,4,ETL
APT005235,PRJ0071,ANL005,22-jan-2025,4.5,Coleta
APT000886,PRJ0011,ANL008,2025-08-22,6,ETL
APT009737,PRJ0140,ANL006,09/11/2025,3.5,ETL
APT003500,PRJ0042,ANL019,08/22/2025,6,Modelagem
APT007227,PRJ0103,ANL005,2025-04-04,3,Coleta
APT005415,PRJ0077,ANL002,2024-11-14,7.5,Reunião com cliente
APT003524,PRJ0042,ANL007,2025-04-21,4,Apresentação
APT006248,PRJ0084,ANL023,2025-08-27,4,Reunião com cliente
APT004356,PRJ0056,ANL009,2025-04-17,7.5,Reunião com cliente
APT009665,PRJ0139,ANL023,04/12/2024,2,Documentação
APT008821,PRJ0125,ANL021,2025-04-07,3,Documentação
APT003968,PRJ0051,ANL023,06-dez-2024,5,ETL
APT005257,PRJ0071,ANL017,01/27/2025,5,Modelagem
APT007389,PRJ0106,ANL003,2026-05-27,6,Documentação
APT007993,PRJ0115,ANL005,26-abr-2024,6,Apresentação
APT005150,PRJ0070,ANL004,30/05/2025,6,Dashboard
APT001027,PRJ0012,ANL017,15/06/2026,"7,5",Testes
APT009241,PRJ0133,ANL018,2026-05-06,5,Apresentação
APT006656,PRJ0093,ANL014,16-set-2024,4,Documentação
APT001913,PRJ0025,ANL022,2025-03-24,4,Dashboard
APT006202,PRJ0083,ANL003,09/23/2025,6,Modelagem
APT000588,PRJ0008,ANL017,05/04/2026,2.5,Dashboard
APT007246,PRJ0103,ANL011,2025-02-17,2,Dashboard
APT000522,PRJ0007,ANL010,2025-02-20,4.5,ETL
APT007451,PRJ0106,ANL003,2026-03-30,3,MODELAGEM
APT000704,PRJ0008,ANL005,2026-06-10,5,Modelagem
APT008121,PRJ0118,ANL020,2026-02-09,5,Modelagem
APT002836,PRJ0036,ANL001,2026-03-16,7.5,Coleta
APT000929,PRJ0012,ANL017,16/02/2026,2,Reunião com cliente
APT002605,PRJ0033,ANL020,2024-01-26,2,Apresentação
APT003316,PRJ0042,ANL013,19/06/2025,4,Reunião com cliente
APT006508,PRJ0090,ANL017,18/11/2024,240.0,Coleta
APT004353,PRJ0056,ANL009,29-abr-2025,6,Coleta
APT000759,PRJ0010,ANL019,2024-09-23,4,ETL
APT009365,PRJ0134,ANL003,04-fev-2026,4.5,Documentação
APT003334,PRJ0042,ANL019,2025-03-31,2.5,Apresentação
APT002146,PRJ0026,ANL015,2025-11-11,4,Testes
APT001715,PRJ0022,ANL015,02/18/2026,2,Dashboard
APT003320,PRJ0042,ANL001,2025-09-05,2,Coleta
APT009703,PRJ0140,ANL012,2025-11-04,5,Coleta
APT001182,PRJ0014,ANL014,20-ago-2024,5.5,Dashboard
APT001438,PRJ0017,ANL022,2024-12-23,4,Modelagem
APT009663,PRJ0139,ANL011,2024-11-21,5,ETL
APT002426,PRJ0031,ANL003,2024-10-23,4,APRESENTAÇÃO
APT004383,PRJ0057,ANL024,2026-03-02,4,Coleta
APT003856,PRJ0049,ANL006,23-fev-2026,6,Reunião com cliente
APT002658,PRJ0034,ANL024,04/03/2024,8,Dashboard
APT007509,PRJ0106,ANL009,22/06/2026,8,ETL
APT000250,PRJ0005,ANL005,28/02/2025,2,Testes
APT006309,PRJ0086,ANL015,2026-03-05,6,Apresentação
APT008187,PRJ0119,ANL018,2024-05-21,5.5,Coleta
APT008915,PRJ0127,ANL012,2025-10-03,7,Dashboard
APT000076,PRJ0003,ANL003,12-ago-2025,6.5,MODELAGEM
APT001432,PRJ0017,ANL004,2025-02-24,3.5,Documentação
APT009351,PRJ0134,ANL015,03-fev-2026,4.5,MODELAGEM
APT008993,PRJ0129,ANL019,26/01/2026,6,Modelagem
APT007052,PRJ0101,ANL012,2026-05-13,7,Coleta
APT005470,PRJ0078,ANL017,2025-09-24,2,Testes
APT007168,PRJ0102,ANL019,01/20/2025,6.5,Testes
APT008231,PRJ0119,ANL012,22-mar-2024,4,Reunião com cliente
APT005488,PRJ0078,ANL023,09/19/2025,6,Testes
APT004276,PRJ0056,ANL021,31-mar-2025,3,TESTES
APT004142,PRJ0053,ANL020,30/03/2026,3,Testes
APT007657,PRJ0109,ANL007,01-mai-2026,"3,5",Coleta
APT005468,PRJ0078,ANL017,2025-09-29,6,Apresentação
APT003358,PRJ0042,ANL007,22/04/2025,8.5,Documentação
APT006304,PRJ0086,ANL009,2026-03-18,2,Documentação
APT009526,PRJ0136,ANL013,26-jan-2026,8,ETL
APT004658,PRJ0063,ANL019,2026-05-25,3,Apresentação
APT008972,PRJ0128,ANL011,20/04/2026,4,Modelagem
APT008789,PRJ0124,ANL016,2024-10-08,2.5,Apresentação
APT001467,PRJ0017,ANL010,2025-02-10,2,ETL
APT009287,PRJ0133,ANL006,22/06/2026,7,Modelagem
APT007769,PRJ0109,ANL019,04-jun-2026,6,Coleta
APT004292,PRJ0056,ANL003,2025-04-14,3,ETL
APT000552,PRJ0007,ANL022,07-jan-2025,4,Apresentação
APT007131,PRJ0101,ANL012,17/06/2026,6,Dashboard
APT007976,PRJ0115,ANL017,2024-06-03,2,APRESENTAÇÃO
APT000634,PRJ0008,ANL011,2026-05-29,8,Apresentação
APT005907,PRJ0081,ANL005,20-mai-2026,7,Documentação
APT005399,PRJ0076,ANL009,2024-06-03,4,Testes
APT003652,PRJ0046,ANL004,19/02/2024,4,Modelagem
APT006773,PRJ0096,ANL015,2026-05-29,8,Apresentação
APT007521,PRJ0106,ANL003,2026-06-12,4,Documentação
APT003339,PRJ0042,ANL007,07/21/2025,8,Coleta
APT003645,PRJ0046,ANL016,20/03/2024,2.5,Apresentação
APT002463,PRJ0032,ANL006,02-mar-2026,2.5,Dashboard
APT007242,PRJ0103,ANL005,2025-04-28,7.5,Documentação
APT003975,PRJ0051,ANL005,29-nov-2024,4,Reunião com cliente
APT007677,PRJ0109,ANL001,25/05/2026,6,Coleta
APT003920,PRJ0050,ANL020,11/05/2025,7,Apresentação
APT004586,PRJ0062,ANL017,2024-12-27,8,ETL
APT002332,PRJ0029,ANL013,2025-07-18,4,Apresentação
APT002243,PRJ0028,ANL004,2024-10-01,4,Documentação
APT000557,PRJ0007,ANL016,2024-10-21,7,Modelagem
APT005137,PRJ0070,ANL022,09-abr-2025,2,Reunião com cliente
APT002127,PRJ0026,ANL009,09-out-2025,8,ETL
APT007102,PRJ0101,ANL012,2026-06-23,4,Dashboard
APT006809,PRJ0096,ANL021,20/04/2026,2,Apresentação
APT004345,PRJ0056,ANL009,04/03/2025,6,Modelagem
APT003937,PRJ0050,ANL020,2025-11-05,3,Dashboard
APT003826,PRJ0048,ANL005,2024-12-04,2,COLETA
APT009556,PRJ0137,ANL001,2025-07-11,4,Apresentação
APT008768,PRJ0123,ANL014,2025-06-20,4,Testes
APT000884,PRJ0011,ANL014,2025-08-12,6,Apresentação
APT007401,PRJ0106,ANL021,2026-06-03,7,ETL
APT001703,PRJ0022,ANL003,2026-03-26,2,Dashboard
APT006675,PRJ0093,ANL008,2024-10-03,5,Dashboard
APT007027,PRJ0101,ANL018,02-jun-2026,3,Apresentação
APT005465,PRJ0078,ANL011,11/08/2025,6,Testes
APT001504,PRJ0017,ANL022,06-jan-2025,4,Reunião com cliente
APT001183,PRJ0014,ANL002,11/08/2024,8,Modelagem
APT002834,PRJ0036,ANL013,16-jun-2026,8,ETL
APT003265,PRJ0041,ANL017,2025-04-14,8,ETL
APT000748,PRJ0010,ANL001,24-set-2024,6.5,Modelagem
APT002976,PRJ0036,ANL013,2026-04-29,3,DASHBOARD
APT008478,PRJ0120,ANL001,2026-05-04,6,Dashboard
APT005476,PRJ0078,ANL005,2025-10-10,8.5,MODELAGEM
APT005054,PRJ0069,ANL024,09/23/2024,2,Dashboard
APT005346,PRJ0075,ANL020,18/08/2025,4.5,Reunião com cliente
APT008901,PRJ0127,ANL018,2025-11-12,2,DASHBOARD
APT005583,PRJ0079,ANL018,2025-07-03,7.5,Coleta
APT004409,PRJ0058,ANL013,21-mar-2024,7,Reunião com cliente
APT003162,PRJ0039,ANL013,03/01/2025,5,Documentação
APT002174,PRJ0026,ANL015,2025-08-13,7,Testes
APT007873,PRJ0113,ANL016,30/05/2024,"4,5",ETL
APT004652,PRJ0063,ANL019,2026-06-18,5,Modelagem
APT003674,PRJ0046,ANL010,24-jan-2024,2,Dashboard
APT001127,PRJ0013,ANL023,11/25/2024,6,Coleta
APT008812,PRJ0125,ANL021,14-abr-2025,8,Coleta
APT001471,PRJ0017,ANL016,2025-02-25,7,Testes
APT004766,PRJ0064,ANL002,23-fev-2026,3,Testes
APT005698,PRJ0080,ANL021,11/11/2024,6,Testes
APT000719,PRJ0009,ANL023,13/11/2025,8.5,Modelagem
APT008422,PRJ0120,ANL019,2026-04-08,7,ETL
APT009161,PRJ0131,ANL009,19/03/2024,5,Reunião com cliente
APT003232,PRJ0041,ANL005,24/04/2025,4,Coleta
APT003046,PRJ0038,ANL002,2024-06-24,6.5,Modelagem
APT004499,PRJ0060,ANL018,05/05/2025,4,Testes
APT008565,PRJ0121,ANL021,2026-04-02,5.5,Coleta
APT006143,PRJ0083,ANL015,2025-08-01,4,Dashboard
APT005544,PRJ0078,ANL005,08/13/2025,5,Documentação
APT009655,PRJ0139,ANL023,2024-09-23,"7,5",Reunião com cliente
APT004339,PRJ0056,ANL015,04-abr-2025,"8,5",Documentação
APT002823,PRJ0035,ANL022,2025-03-12,5,Coleta
APT003582,PRJ0045,ANL016,21/02/2025,6.5,ETL
APT002342,PRJ0029,ANL007,2025-10-06,6,Reunião com cliente
APT008916,PRJ0127,ANL006,29/09/2025,7,Modelagem
APT003902,PRJ0050,ANL008,2025-09-15,3.5,Documentação
APT002941,PRJ0036,ANL001,2026-04-01,6,Modelagem
APT003616,PRJ0046,ANL016,2024-01-09,2,Dashboard
APT008745,PRJ0123,ANL002,2025-06-02,4,Coleta
APT008603,PRJ0121,ANL003,05/12/2026,3.5,Documentação
APT005966,PRJ0081,ANL017,2026-06-09,5,Modelagem
APT009255,PRJ0133,ANL012,2026-04-23,3,Testes
APT004164,PRJ0054,ANL010,26-set-2025,4.5,Coleta
APT007194,PRJ0103,ANL023,10/02/2025,6,Coleta
APT004601,PRJ0062,ANL017,2025-02-21,3,ETL
APT005322,PRJ0073,ANL021,2025-02-10,7,Modelagem
APT003429,PRJ0042,ANL019,13-mai-2025,4,Documentação
APT001280,PRJ0014,ANL008,03-set-2024,6.5,ETL
APT007056,PRJ0101,ANL006,06/02/2026,4,Documentação
APT004140,PRJ0053,ANL014,2026-04-22,4.5,ETL
APT002405,PRJ0030,ANL015,2024-09-27,4,Testes
APT003105,PRJ0039,ANL001,2024-11-18,7.5,Testes
APT002272,PRJ0029,ANL013,2025-10-13,7,Apresentação
APT001526,PRJ0018,ANL011,10/17/2025,7,COLETA
APT008650,PRJ0122,ANL003,13/08/2025,7.5,Testes
APT007590,PRJ0106,ANL021,2026-06-05,8,Documentação
APT004468,PRJ0059,ANL014,2025-03-20,3,Apresentação
APT003179,PRJ0039,ANL019,2025-01-31,8,Modelagem
APT006752,PRJ0095,ANL002,2025-03-31,4,Testes
APT002220,PRJ0027,ANL001,2024-10-03,4,ETL
APT005009,PRJ0067,ANL007,2024-07-08,6,Documentação
APT008260,PRJ0119,ANL012,05/14/2024,6,Testes
APT009175,PRJ0131,ANL003,15/03/2024,"7,5",ETL
APT008296,PRJ0120,ANL013,2026-05-11,5.5,Testes
APT002996,PRJ0037,ANL022,03/28/2025,8,Modelagem
APT003946,PRJ0050,ANL002,06/10/2025,3.5,Coleta
APT003814,PRJ0048,ANL017,23-dez-2024,8,Apresentação
APT009778,PRJ0140,ANL012,26-ago-2025,4,ETL
APT001864,PRJ0024,ANL005,2025-11-17,8.5,Modelagem
APT001154,PRJ0013,ANL011,21-out-2024,5,Modelagem
APT009474,PRJ0136,ANL013,2026-05-15,2.5,Dashboard
APT007945,PRJ0114,ANL005,04/15/2024,3,Apresentação
APT008344,PRJ0120,ANL007,06/22/2026,6.5,Reunião com cliente
APT002288,PRJ0029,ANL001,22-mai-2025,8,Documentação
APT008948,PRJ0128,ANL011,2026-05-25,7,Testes
APT001251,PRJ0014,ANL008,07/08/2024,4.5,TESTES
APT008968,PRJ0128,ANL023,2026-04-07,7,Modelagem
APT008323,PRJ0120,ANL013,04/13/2026,3,Testes
APT007459,PRJ0106,ANL015,2026-06-08,3,Testes
APT006922,PRJ0098,ANL006,15-out-2025,4,Testes
APT003739,PRJ0047,ANL024,2024-10-29,8,ETL
APT008667,PRJ0122,ANL021,2025-09-29,3,Documentação
APT000237,PRJ0005,ANL005,10-fev-2025,7,Apresentação
APT006070,PRJ0083,ANL003,2025-10-06,6,Modelagem
APT005755,PRJ0081,ANL023,2026-04-03,2,Coleta
APT003215,PRJ0041,ANL005,2025-05-27,7,Testes
APT005808,PRJ0081,ANL023,22/06/2026,7,Modelagem
APT003917,PRJ0050,ANL008,2025-10-23,5,Modelagem
APT007634,PRJ0109,ANL019,2026-04-29,4,Testes
APT001859,PRJ0024,ANL023,2025-09-09,4,Modelagem
APT009253,PRJ0133,ANL018,25-jun-2026,3,Coleta
APT007629,PRJ0109,ANL019,15-mai-2026,8,Modelagem
APT008531,PRJ0121,ANL021,15/05/2026,6,Coleta
APT007224,PRJ0103,ANL011,03/18/2025,3,ETL
APT006527,PRJ0091,ANL021,2026-01-07,6,Dashboard
APT009171,PRJ0131,ANL003,2024-03-11,4,Modelagem
APT006999,PRJ0100,ANL010,01-jun-2026,7,Reunião com cliente
APT007356,PRJ0106,ANL003,27-abr-2026,4,Testes
APT004624,PRJ0063,ANL007,2026-05-26,4,Dashboard
APT001738,PRJ0023,ANL023,2026-04-06,6.5,ETL
APT004599,PRJ0062,ANL005,01/27/2025,6.5,Apresentação
APT007118,PRJ0101,ANL012,18-mai-2026,6,Coleta
APT004656,PRJ0063,ANL013,2026-06-04,5.5,Dashboard
APT004430,PRJ0059,ANL008,24-mar-2025,2.5,Reunião com cliente
APT002616,PRJ0033,ANL008,05/02/2024,2,ETL
APT003695,PRJ0047,ANL024,14-ago-2024,6,Coleta
